,구,지점명,주소,위도,경도
206,강동구,길동해그린점,서울특별시 강동구 길동 명일로19길 12,37.5395001,127.1460497
207,강동구,둔촌2호점,서울시 강동구 양재대로 1400,37.5309057,127.1378476
208,강동구,명일삼익점,서울특별시 강동구 양재대로128길 47(명일동),37.5444525,127.1454636
209,강동구,명일역점,서울특별시 강동구 구천면로 402 1층 편의점(천호동),37.5505738,127.143171
210,강동구,명일이마트점,서울특별시 강동구 동남로75길 19 1층 3호(명일동),37.5540924,127.1551627
211,강동구,명일점,서울특별시 강동구 양재대로 1655 (명일동),37.5533158,127.1439183
212,강동구,보훈병원입구점,서울특별시 강동구 진황도로61길 30,37.5286485,127.1449018
213,강동구,상일삼성점,"서울특별시 강동구 상일동 상일로6길 39, 1층",37.5506832,127.1724034
214,강동구,서울보훈병원점,"서울특별시 강동구 진황도로61길 53, 1층 (둔촌동, 보훈병원내)",37.528778,127.1476066
215,강동구,성내2호점,서울시 강동구 풍성로 162,37.5304839,127.1298465
216,강동구,성내본점,서울특별시 강동구 양재대로91길 77 1층(성내동),37.5287054,127.1318335
217,강동구,성내삼성점,서울특별시 강동구 성내로9길 35 1층 (성내동),37.5304459,127.1250701
218,강동구,성내시네마점,서울특별시 강동구 성내동 천호옛길 88,37.536419,127.1258037
219,강동구,성내으뜸점,서울특별시 강동구 성안로3길 13 1층(성내동),37.5257021,127.1287526
220,강동구,성내타운점,서울특별시 강동구 천호옛길 48 1층(성내동),37.5333608,127.1233615
221,강동구,성내파크프라자점,서울특별시 강동구 성내동 양재대로89길 16 파크프라자104105호,37.5268203,127.1345665
222,강동구,암사역점,서울특별시 강동구 올림픽로93길 9 (암사동),37.549124,127.126443
223,강동구,암사중앙점,서울특별시 강동구 고덕로24길 30 (암사동),37.5533546,127.1353945
224,강동구,암사햇살점,서울특별시 강동구 구천면로47가길 33 (암사동),37.5489289,127.1328495
225,강동구,암사현대점,서울특별시 강동구 상암로 5길 49 (암사동),37.5525517,127.1275528
226,강동구,암사희망점,서울특별시 강동구 암사길 25 1층,37.551753,127.1320257
227,강동구,천호5호점,서울특별시 강동구 양재대로 1517 (천호동,37.5412029,127.1408103
228,강동구,천호공원점,서울 강동구 천호동 올림픽로 721 (천호동),37.5457433,127.1257073
229,강동구,천호대로점,"서울특별시 강동구 천호대로 1116, 1층 102-2호(성내동)",37.5346265,127.1351842
230,강동구,천호본점,"서울특별시 강동구 상암로41길 26 (천호동, 1층)",37.5472078,127.1413536
231,강동구,천호브라운스톤점,서울 강동구 상암로 288-29(천호동),37.5487284,127.129115
232,강동구,천호사거리점,서울특별시 강동구 천호동 453-24,37.5388052,127.1275388
233,강동구,천호삼성점,서울특별시 강동구 성안로 163(천호동),37.5377141,127.1352606
234,강동구,천호성덕점,서울특별시 강동구 구천면로64길 22 1층 1호2호,37.5495697,127.1397704
235,강동구,천호쌍용점,서울특별시 강동구 올림픽로 659(천호동),37.540229,127.1235413
236,강동구,천호아마빌레점,서울특별시 강동구 구천면로 41길 30 1층(천호동),37.5468912,127.1324295
237,강동구,천호역점,서울특별시 강동구 올림픽로 654(천호동),37.5397815,127.1241882
238,강동구,천호타운점,서울특별시 강동구 구천면로42길 69,37.54448180000001,127.1369749
239,강동구,천호피렌체점,서울특별시 강동구 올림픽로 667(천호동),37.5411051,127.1239396
240,강동구,천호현대점,"서울특별시 강동구 진황도로23길 19, 1층 (천호동)",37.5279339,127.1452708
241,강동구,S고덕역점,서울시 강동구 고덕로 지하 253 x9-10,37.5555874,127.1475975
242,강동구,S굽은다리역점,서울시 강동구 양재대로 지하 1572 x20-22,37.5374092,127.1411034
243,강동구,S길동역점,서울시 강동구 양재대로 지하 1408 x3-5,37.5374092,127.1411034
244,강동구,S둔촌동역점,서울특별시 강동구 양재대로 지하 1369(둔촌동),37.527657,127.136231
245,강동구,S명일역점,서울특별시 강동구 양재대로 지하 1632 (명일동),37.5374092,127.1411034
246,강동구,S상일동역점,서울특별시 강동구 고덕로 지하 359 (상일동),37.5555874,127.1475975
247,강북구,강북구청점,서울특별시 강북구 도봉로89길 5 (수유동),37.6387657,127.0258431
248,강북구,강북대오점,서울특별시 강북구 미아동 솔샘로 315,37.617362,127.0272959
249,강북구,강북미아점,서울특별시 강북구 미아동 월계로 21 1층,37.6103403,127.0323449
250,강북구,강북번동점,서울특별시 강북구 한천로 981 1층,37.6366142,127.0315476
251,강북구,강북사일구역점,서울특별시 강북구 삼양로 518 1층,37.6492642,127.013992
252,강북구,강북삼양로점,서울특별시 강북구 미아동 솔매로36길 47,37.6236751,127.0224886
253,강북구,강북삼양점,서울특별시 강북구 삼양로 198 (미아동),37.6214559,127.0206022
254,강북구,강북솔샘길점,서울특별시 강북구 솔샘로 215 (미아동),37.6201629,127.0165944
255,강북구,강북영어마을점,서울특별시 강북구 삼각산로 13 (수유동),37.6381345,127.0059019
256,강북구,강북예술회관점,서울특별시 강북구 삼각산로 95 1층,37.6406212,127.014802
257,강북구,강북오현로점,서울특별시 강북구 번동 오현로25다길 73,37.6260076,127.0337924
258,강북구,강북화계초교점,서울특별시 강북구 도봉로34길 25 1층,37.62217649999999,127.0295181
259,강북구,광산사거리점,서울특별시 강북구 한천로 1081,37.6423671,127.0228999
260,강북구,도봉세무서점,서울특별시 강북구 솔샘로 67길 67 (미아동),37.6200693,127.027477
261,강북구,미아래미안점,서울특별시 강북구 삼양로19길 25 107동 지하 1층 3-2호,37.6142301,127.0208782
262,강북구,미아로데오점,서울특별시 강북구 도봉로10가길 5 (미아동),37.6132998,127.0308703
